relative_path,page,chars,words,images,drawings,flags,excerpt
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,16,215,13,2,0,,"14 2. 初始解的给出 在这里给出初始解只是为了加快算法收敛的速度，应用中也可以随机取四个可行的 点，此做法不失一般性。 为了给出初始解，我们现在原图中画四条靠近图形但是不与图形相交的直线，然后 找到四个交点的坐标，如下图所示： 图9 初始解寻找 由此得到的四个初始解（像素坐标）为：(256,139),(235,546),(690,172),(617,54"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,17,697,76,2,2,appendix,"15 3. 模拟退火算法过程 i. 设定初始温度T0，最终温度T1，扰动最大最小范围Lmax,Lmin，初始化迭代次数cs ii. 令T=T0 计算初始解r0 的目标函数值E0 iii. 产生一个[0,L]内的随机扰动加至r0 上，判断加入扰动后是否在可行域上，若否， 则继续产生可行域，直到加入扰动后在可行域上，加入扰动后的解为r1 iv. 计算r1 的目标"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,18,834,43,1,0,appendix,16 (二)圆心坐标的计算 1. 靶标平面位置的确定 前面的模型建立中已经给出了确定靶标平面的方程组的模型。由于像存在畸变，因 此方程组很有可能无解。但是可以根据这个方程组求一个近似解，这个近似解也就是我 们要取的近似的靶标平面。 具体求法我们使用Matlab 里面的fsolve()函数。fsolve 函数是Matlab 软件优化工具 箱中用于求解非线性方程
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,19,709,110,2,25,appendix,17 图11 靶标平面 如果以A’’’’’’’’’B’’’’’’’’’和A’’’’’’’’’C’’’’’’’’’作为平面的基向量，则五个圆的圆心分别可以表示为： （9） ''' ''' 124 112 ''' ''' 124 12 ''' ''' ''' 124 112 ''' ''' 124 112 ''' ''' ''' 124 12 ''' ''' 1
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,20,373,25,2,0,,18 图12 圆心位置 八、 八、 八、 模型的精度分析与检验 模型的精度分析与检验 模型的精度分析与检验 (一)误差产生的原因分析 1. 畸变产生的误差 以上本文讨论的是线性变换的模型，并没有考虑图形产生的畸变。实际的相机拍的 照都是有畸变的，这些畸变的产生一部分是由于透镜成像的原因，另一部分是由于空气 等的折射因素，此外还有极其复杂的其他原因。以上模型建
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,21,1008,42,1,0,,19 3. 边缘图像颜色不确定带来的误差 这种误差不同于以上离散化的误差。以上离散化产生的误差是指一个连续的线离散 化时需要丢弃一些点，以至于形状改变。而边缘化图像颜色不确定产生的主要原因是拍 摄时对焦不精确等原因产生的。实际拍摄中，对焦不可能完全精确，因此在图像中颜色 变化之间的点的颜色经常会显示出一些过渡颜色，比如在黑色与白色之间，并不是黑白 分明，而是
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,22,748,129,1,5,appendix,"20 O A A’ A’’’ 图13 映射示意图 现假设像平面上任意一点A 坐标为(a,b,c)，则AO AO AO=(-a,-b,-c)，若假设OA OA OA’=λAO AO AO， 那么，OA OA OA’=-λ(a,b,c)。 现在我们取靶标平面上的点A’’’(m,n,p)，同时A’’’’’’’’’B’’’’’’’’’=(ux,uy,uz),A’’’"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,23,923,87,1,24,appendix,21 表一精度检验结果 从以上表可以看出，以|O’A’|的平均偏差都不大于一个像素，标准差也控制在2 像 素左右标准差系数非常小，说明像平面上的点映射到靶标平面上，得到的点比较好的拟 合了原靶标平面上的五个圆，因此有理由相信，经过以上算法计算得到的像平面上的圆 心精度很高。 九、 九、 九、 模型的稳定性模拟与检验 模型的稳定性模拟与检验 模型的稳定性模拟与
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,24,734,68,1,8,,22 离即10 在一个p 下10 次模拟每个点偏移距离的综合；每个p 下做10 次模拟，每次模 拟有5 个坐标，因此每个p 下有50 个点，平均偏移距离既为总偏移距离除以50。表中 各数据单位为像素。 从以上数据可以看出，在轮廓发生改变后，即使在轮廓损失了近30%的信息量时， 圆心的平均偏移距离也只有0.2682，不到一个像素，因此该求解圆心的模型具有很好的
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,25,1097,202,1,2,,"23 1/6×|(O1A×O1C)·O1E|=1/2×h×|AE AE AE|×|AC AC AC| 根据O1O1’的长度h 以及O1O1’与AE AE AE,AC AC AC 的垂直关系，求O1’的坐标。得到坐标后， 计算a 和b，使得：AO AO AO1’=aAC AC AC+bAE AE AE。 最后，返回到相机之外的以A 为原点的世界坐标系中，O1 "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,26,450,132,1,112,,"24 表三系数数目决定 由于(1)式为非线性方程，可对其进行线性化处理建立其误差方程： （13）             c r Z Y X p Z Y X p v Z Y X p Z Y X p v n n n n n n c n n n n n n r ) , , ( ) , , ( ) , , ( ) , , ( 4 3 2 "
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,27,725,67,1,0,references|appendix,25 十二、 十二、 十二、 模型评价 模型评价 模型评价 优点： 1.用靶标像的四条公切线的交点对应于靶标上的圆的公切线的交点，由此确定靶标 平面在相机坐标中的位置，用模拟退火算法和最小二乘法求解，误差较小； 2.精度检验的模型中充分考虑了靶标像边界的信息，从整体上把握了圆的作用； 3.稳定性检验中，将靶标像上的离散点分别以三个不同的概率随机去掉部分点，其
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,28,702,76,1,0,appendix,"26 附录二提取轮廓源程序 %boundary.m %提取边界 data; bound=zeros(length(dat(:,1)),length(dat(1,:))); for i=1:length(dat(:,1)) for j=1:length(dat(1,:)) if dat(i,j)==1 if dat(i-1,j)==1 & dat(i+1,j)"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,29,619,79,1,0,,"27 if a(i,j)==1 break; end end if a(i,j)==1 break; end end if i==768 & j==1024 h=1; break; else hh=0; while hh==0 a(i,j)=0; m=[m;i,j]; if a(i+1,j)==1 i=i+1; elseif a(i-1,j)==1 i=i-"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,30,702,57,1,0,appendix,"28 end end end zb_bound=[zb_bound,{m}]; end zb_bound(2)=[]; clear a;clear h;clear i;clear j;clear hh;clear m; 附录四求取切线程序 %qx.m %求切线主程序 bound_zb; cd 'qx'; sa %isMatch.m %判断向量是否在可行域 f"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,31,717,59,1,0,,"29 f=a;return; %zb_qx.m %求切线坐标集合 function f=zb_qx(r) jh=[]; x=1:768; x=x'; a=[];b=[]; if r(3)~=r(1) y=round(((r(4)-r(2))/(r(3)-r(1)))*x+r(2)-((r(4)-r(2))/(r(3)-r(1)))*r(1)); a=[x,y"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,32,822,56,1,0,,"30 x=round(((r(7)-r(3))/(r(8)-r(4)))*y+r(3)-((r(7)-r(3))/(r(8)-r(4)))*r(4)); a=[x,y]; else x=1:768;x=x'; a=zeros(768,1);a=a+r(8); a=[x,a]; end for i=1:length(a(:,1)) if a(i,2)>=min"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,33,527,65,1,0,appendix,"31 best=r;zx=mbFunction(r); while T>=Tn k=k+1; h=0; while h==0 hh=0; while hh==0 r1=r+randomDisturb(l,Tm,T,Tn,L0,L1); if isMatch(r1,zb_y) hh=1; end end%扰动产生一个新可行解 E=mbFunction(r1);"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,34,925,90,1,0,,"32 %sa; best=[143 285 539 240 177 685 537 613]; zb0=[best(2) best(1);best(4) best(3);best(6) best(5);best(8) best(7)]; zb_x=[]; for i=1:length(zb0(:,1)) zb_x=[zb_x;wl2xj(xs2wl(zb0("
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,35,1028,50,1,0,,"33 ac=oc-oa; cd=od-oc; bd=od-ob; f(1)=dot(ab,ac); f(2)=dot(ac,cd); f(3)=dot(cd,bd); f(4)=dot(ab,bd); f(5)=norm(ab)-468.72; f(6)=norm(ac)-468.72; f(7)=norm(cd)-468.72; f(8)=norm(bd)"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,36,727,43,1,0,appendix,34 A=xj2wl(oA);B=xj2wl(oB);C=xj2wl(oC);D=xj2wl(oD);E=xj2wl(oE); [A;B;C;D;E] [round(wl2xs(A));round(wl2xs(B));round(wl2xs(C));round(wl2xs(D));round(wl2xs(E))] 附录六计算精度误差程序 %jdwc.m %计
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,37,782,55,1,0,,"35 for i=1:5 for j=length(zb_bound{i}(:,1)):-1:1 ranum=rand(1); if ranum<dqp zb_bound{i}(j,:)=[]; end end end qj; total_result=[total_result,{result}]; end %qj.m qx; res_l=fsolve(@"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,38,826,66,1,0,,"36 %best=[143 285 539 240 177 685 537 613]; zb0=[best(2) best(1);best(4) best(3);best(6) best(5);best(8) best(7)]; zb_x=[]; for i=1:length(zb0(:,1)) zb_x=[zb_x;wl2xj(xs2wl(zb0(i,:)"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机定位算法研究》.pdf,39,506,63,1,0,,"37 k=k+1; h=0; while h==0 hh=0; while hh==0 r1=r+randomDisturb(l,Tm,T,Tn,L0,L1); if isMatch(r1,zb_y) hh=1; end end%扰动产生一个新可行解 E=mbFunction(r1); dE=E-mbFunction(r); if dE<=0 r=r1; h"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,1,864,47,1,53,abstract,1 数码相机相对位置定位方法 1. 摘要 本文给出了空间中两部固定照相机相对位置的标定方法，将照相机成像过程 近似为针孔成像过程，使得成像过程中光学中心—像点—物点三点共线，实现了 成像的非线性到线性的简化。 文中将标定两部相机相对位置的方法分成三个步骤： 第一步，将针孔成像抽象为点投影式映射的过程，根据射影几何中“点线结 合的不变性”，具体通过射影前后任意
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,2,2833,119,1,0,abstract|references|appendix,2 目录 数码相机相对位置定位方法 .................................................................................... 1 1. 摘要 .....................................................................
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,3,875,51,1,5,,3 2. 问题重述 题目要求根据标靶的像和标靶进行对系统的标顶，最终找到两台照相机的相 对位置。 问题一和问题二是求出像点的像坐标，问题三要求对问题一和问题二所用的 方法进行分析。 问题四要求出两台相机的相对位置，需根据问题一提出的算法和问题二求得 的数据来计算。 3. 问题分析 照相机成像是运用透镜成像原理，将所成实像投影到平面上，由于透镜所 成像与原物体
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,4,727,89,1,0,,"4 5. 符号说明 O： 照相机坐标系的原点 O ： 像坐标系的原点 P： 物点 P ： 没有透镜畸变情况下像点 P ： P 点在相机坐标系Z 轴上的投影 (X , Y , Z)： P 在相机坐标系内的坐标 (X , Y , Z )： P 在像平面内的坐标 (X , Y , Z )： P 在像平面内的坐标 (0,0,Z)： P 在相机坐标系的坐标 R： 旋转"
2008年数学建模国赛真题+优秀论文/2008年优秀论文/2008A：《数码相机相对位置定位方法》.pdf,5,739,83,2,8,,"5 中心对称变换，从而使像与物都位于光心的同侧且像为正立的。 原理见下图（坐标系建立说明：首先以O 为原点建立相机的坐标系，同时 以相机坐标系的(0,0,f)为像坐标系的原点，记为O ，同时使像坐标的X 轴和Y 轴 分别平行与相机坐标系中的X 轴与Y 轴）。 由于考虑的是针孔成像，所以光线是以直线方式到达光学中心，所以我们可 以知道，P 点，P 点和O 点三"
